AP,Portada,Categoría,Región,Periodo,Mes,Año,Acceso,ext,nacmay,rprov,rloc,est,jp,men,total,nactotal
Iberá,Cambyretá,PN,CENTRO,2018m7,7,2018,NO COBRA,96,626,67,306,48,38,262,1443,1347
Iberá,San Nicolás,PN,CENTRO,2018m7,7,2018,NO COBRA,36,250,220,251,7,16,123,903,867
Mburucuyá,Única,PN,CENTRO,2018m7,7,2018,NO COBRA,22,609,289,205,47,0,559,1731,1709
Pre Delta,Única,PN,CENTRO,2018m7,7,2018,NO COBRA,78,1879,1592,2917,0,61,2105,8632,8554
Quebrada del Condorito,Única,PN,CENTRO,2018m7,7,2018,NO COBRA,386,3277,1174,98,0,0,0,4935,4549
San Guillermo,Única,PN,CENTRO,2018m7,7,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Sierra de las Quijadas,Única,PN,CENTRO,2018m7,7,2018,COBRA,75,3241,827,17,1098,1187,1365,7810,7735
Talampaya,Única,PN,CENTRO,2018m7,7,2018,COBRA,272,14055,378,39,1163,3878,2822,22607,22335
Chaco,Única,PN,NEA,2018m7,7,2018,NO COBRA,29,391,846,836,5,20,962,3089,3060
Colonia Benítez,Única,RNEd,NEA,2018m7,7,2018,NO COBRA,0,365,39,3,126,0,0,533,533
El Impenetrable,Única,PN,NEA,2018m7,7,2018,NO COBRA,12,138,304,30,0,0,0,484,472
Formosa,Única,RNat,NEA,2018m7,7,2018,NO COBRA,8,47,0,21,4,0,19,99,91
Iguazú,Única,PN,NEA,2018m7,7,2018,COBRA,50266,91340,6050,1912,280,21627,63390,234865,184599
Río Pilcomayo,Estero Poi,PN,NEA,2018m7,7,2018,NO COBRA,31,262,132,53,0,2,96,576,545
Río Pilcomayo,Laguna Blanca,PN,NEA,2018m7,7,2018,NO COBRA,23,628,314,443,0,2,363,1773,1750
Aconquija,Única,PN,NOA,2018m7,7,2018,NO COBRA,24,75,32,57,13,0,63,264,240
Baritú,Única,PN,NOA,2018m7,7,2018,NO COBRA,19,39,18,1,0,0,8,85,66
Calilegua,Única,PN,NOA,2018m7,7,2018,NO COBRA,190,2847,746,995,472,0,661,5911,5721
Copo,Guayacán,PN,NOA,2018m7,7,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2018m7,7,2018,NO COBRA,0,0,0,0,0,0,0,0,0
El Rey,Única,PN,NOA,2018m7,7,2018,NO COBRA,43,66,195,0,0,0,162,466,423
Laguna de los Pozuelos,Única,MN,NOA,2018m7,7,2018,NO COBRA,32,125,19,14,38,0,34,262,230
Los Cardones,Recta del Tín Tín,PN,NOA,2018m7,7,2018,NO COBRA,786,7001,717,393,20,4019,78,13014,12228
Los Cardones,Valle Encantado,PN,NOA,2018m7,7,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2018m7,7,2018,NO COBRA,15,27,18,22,0,15,6,103,88
Pizarro,Única,RNac,NOA,2018m7,7,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2018m7,7,2018,NO COBRA,17,16,46,18,0,0,32,129,112
Lago Puelo,Única,PN,PATAGONIA,2018m7,7,2018,COBRA,87,3962,472,6278,125,312,695,11931,11844
Laguna Blanca,Única,PN,PATAGONIA,2018m7,7,2018,NO COBRA,3,63,38,49,49,0,80,282,279
Lanín,Hua Hum,PN,PATAGONIA,2018m7,7,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2018m7,7,2018,COBRA,0,928,0,0,189,370,117,1604,1604
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2018m7,7,2018,COBRA,81,1382,318,0,94,191,497,2563,2482
Lanín,Quila Quina,PN,PATAGONIA,2018m7,7,2018,COBRA,23,775,208,0,86,100,64,1256,1233
Lanín,Ruka Choroy,PN,PATAGONIA,2018m7,7,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2018m7,7,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2018m7,7,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2018m7,7,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2018m7,7,2018,NO COBRA,2,177,91,57,0,4,89,420,418
Los Alerces,Portada Centro,PN,PATAGONIA,2018m7,7,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Norte,PN,PATAGONIA,2018m7,7,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Sur,PN,PATAGONIA,2018m7,7,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2018m7,7,2018,NO COBRA,33,943,19,2,1,1,286,1285,1252
Los Glaciares,El Chaltén,PN,PATAGONIA,2018m7,7,2018,NO COBRA,715,3029,0,0,0,0,0,3744,3029
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2018m7,7,2018,COBRA,1980,2610,98,514,283,0,415,5900,3920
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2018m7,7,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2018m7,7,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2018m7,7,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2018m7,7,2018,COBRA,6870,5455,1709,1256,1095,575,1676,18636,11766
Monte León,Única,PN,PATAGONIA,2018m7,7,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2018m7,7,2018,COBRA,2330,7492,198,1858,1719,0,247,13844,11514
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2018m7,7,2018,COBRA,5569,20257,336,4847,19123,0,5821,55953,50384
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2018m7,7,2018,COBRA,382,1845,822,1139,1913,0,693,6794,6412
Nahuel Huapi,Río Limay,PN,PATAGONIA,2018m7,7,2018,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2018m7,7,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2018m7,7,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2018m7,7,2018,COBRA,1292,2240,4546,0,11,42,1404,9535,8243
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2018m7,7,2018,COBRA,4430,5309,915,0,0,1180,2780,14614,10184
Ciervo de los Pantanos,Única,PN,CENTRO,2018m8,8,2018,NO COBRA,8,176,1234,614,77,0,392,2501,2493
El Leoncito,Única,PN,CENTRO,2018m8,8,2018,NO COBRA,53,569,811,53,0,0,0,1486,1433
El Palmar,Única,PN,CENTRO,2018m8,8,2018,COBRA,96,3863,1875,695,480,1501,4046,12556,12460
Iberá,Cambyretá,PN,CENTRO,2018m8,8,2018,NO COBRA,89,225,5,93,7,241,88,748,659
Iberá,San Nicolás,PN,CENTRO,2018m8,8,2018,NO COBRA,69,131,55,177,172,26,22,652,583
Mburucuyá,Única,PN,CENTRO,2018m8,8,2018,NO COBRA,22,217,240,313,53,0,529,1374,1352
Pre Delta,Única,PN,CENTRO,2018m8,8,2018,NO COBRA,82,3882,5486,6236,41,147,2229,18103,18021
Quebrada del Condorito,Única,PN,CENTRO,2018m8,8,2018,NO COBRA,248,880,1372,157,0,0,0,2657,2409
San Guillermo,Única,PN,CENTRO,2018m8,8,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Sierra de las Quijadas,Única,PN,CENTRO,2018m8,8,2018,COBRA,47,1155,444,19,246,792,141,2844,2797
Talampaya,Única,PN,CENTRO,2018m8,8,2018,COBRA,418,3707,99,0,602,3760,323,8909,8491
Chaco,Única,PN,NEA,2018m8,8,2018,NO COBRA,11,90,808,322,153,4,433,1821,1810
Colonia Benítez,Única,RNEd,NEA,2018m8,8,2018,NO COBRA,3,17,34,0,0,0,69,123,120
El Impenetrable,Única,PN,NEA,2018m8,8,2018,NO COBRA,0,28,63,0,0,0,0,91,91
Formosa,Única,RNat,NEA,2018m8,8,2018,NO COBRA,0,2,0,0,1,0,2,5,5
Iguazú,Única,PN,NEA,2018m8,8,2018,COBRA,52722,78837,3733,1976,2813,25277,12848,178206,125484
Río Pilcomayo,Estero Poi,PN,NEA,2018m8,8,2018,NO COBRA,14,98,78,84,0,3,78,355,341
Río Pilcomayo,Laguna Blanca,PN,NEA,2018m8,8,2018,NO COBRA,42,190,219,490,0,1,164,1106,1064
Aconquija,Única,PN,NOA,2018m8,8,2018,NO COBRA,3,42,68,512,16,0,0,641,638
Baritú,Única,PN,NOA,2018m8,8,2018,NO COBRA,115,8,0,21,94,0,3,241,126
Calilegua,Única,PN,NOA,2018m8,8,2018,NO COBRA,169,518,315,431,322,0,178,1933,1764
Copo,Guayacán,PN,NOA,2018m8,8,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2018m8,8,2018,NO COBRA,0,0,0,0,0,0,0,0,0
El Rey,Única,PN,NOA,2018m8,8,2018,NO COBRA,8,20,65,0,0,0,45,138,130
Laguna de los Pozuelos,Única,MN,NOA,2018m8,8,2018,NO COBRA,76,57,30,1,73,1,12,250,174
Los Cardones,Recta del Tín Tín,PN,NOA,2018m8,8,2018,NO COBRA,419,11128,323,173,0,2215,49,14307,13888
Los Cardones,Valle Encantado,PN,NOA,2018m8,8,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2018m8,8,2018,NO COBRA,12,13,12,6,0,0,33,76,64
Pizarro,Única,RNac,NOA,2018m8,8,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2018m8,8,2018,NO COBRA,24,36,61,16,0,2,19,158,134
Lago Puelo,Única,PN,PATAGONIA,2018m8,8,2018,COBRA,69,3157,560,5088,182,303,319,9678,9609
Laguna Blanca,Única,PN,PATAGONIA,2018m8,8,2018,NO COBRA,11,159,133,48,0,0,31,382,371
Lanín,Hua Hum,PN,PATAGONIA,2018m8,8,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2018m8,8,2018,COBRA,193,665,0,0,160,159,134,1311,1118
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2018m8,8,2018,COBRA,178,1599,247,0,263,316,365,2968,2790
Lanín,Quila Quina,PN,PATAGONIA,2018m8,8,2018,COBRA,24,594,310,0,144,105,76,1253,1229
Lanín,Ruka Choroy,PN,PATAGONIA,2018m8,8,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2018m8,8,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2018m8,8,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2018m8,8,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2018m8,8,2018,NO COBRA,4,102,166,55,267,7,87,688,684
Los Alerces,Portada Centro,PN,PATAGONIA,2018m8,8,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Norte,PN,PATAGONIA,2018m8,8,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Sur,PN,PATAGONIA,2018m8,8,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2018m8,8,2018,NO COBRA,44,542,29,24,0,0,293,932,888
Los Glaciares,El Chaltén,PN,PATAGONIA,2018m8,8,2018,NO COBRA,3683,1882,0,0,0,0,0,5565,1882
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2018m8,8,2018,COBRA,2274,2825,44,624,565,0,231,6563,4289
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2018m8,8,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2018m8,8,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2018m8,8,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2018m8,8,2018,COBRA,8826,6360,783,1137,1329,1295,713,20443,11617
Monte León,Única,PN,PATAGONIA,2018m8,8,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2018m8,8,2018,COBRA,1694,2512,12,1295,388,0,15,5916,4222
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2018m8,8,2018,COBRA,8969,11676,4759,3349,16147,0,1291,46191,37222
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2018m8,8,2018,COBRA,217,1441,376,1118,374,0,311,3837,3620
Nahuel Huapi,Río Limay,PN,PATAGONIA,2018m8,8,2018,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2018m8,8,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2018m8,8,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2018m8,8,2018,COBRA,1272,2508,3053,0,175,32,1328,8368,7096
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2018m8,8,2018,COBRA,2924,3284,608,0,0,547,1395,8758,5834
Ciervo de los Pantanos,Única,PN,CENTRO,2018m9,9,2018,NO COBRA,2,353,1163,133,36,0,732,2419,2417
El Leoncito,Única,PN,CENTRO,2018m9,9,2018,NO COBRA,309,946,707,282,0,0,0,2244,1935
El Palmar,Única,PN,CENTRO,2018m9,9,2018,COBRA,63,2530,1758,416,956,11970,364,18057,17994
Iberá,Cambyretá,PN,CENTRO,2018m9,9,2018,NO COBRA,99,165,8,118,2,103,42,537,438
Iberá,San Nicolás,PN,CENTRO,2018m9,9,2018,NO COBRA,35,99,142,186,158,63,74,757,722
Mburucuyá,Única,PN,CENTRO,2018m9,9,2018,NO COBRA,18,154,95,125,0,0,250,642,624
Pre Delta,Única,PN,CENTRO,2018m9,9,2018,NO COBRA,73,1462,3647,5089,505,154,2094,13024,12951
Quebrada del Condorito,Única,PN,CENTRO,2018m9,9,2018,NO COBRA,337,609,1670,271,0,0,0,2887,2550
San Guillermo,Única,PN,CENTRO,2018m9,9,2018,NO COBRA,0,0,7,0,0,0,0,7,7
Sierra de las Quijadas,Única,PN,CENTRO,2018m9,9,2018,COBRA,40,718,450,0,113,1047,148,2516,2476
Talampaya,Única,PN,CENTRO,2018m9,9,2018,COBRA,356,3280,129,0,590,2430,252,7037,6681
Chaco,Única,PN,NEA,2018m9,9,2018,NO COBRA,5,89,480,207,567,2,184,1534,1529
Colonia Benítez,Única,RNEd,NEA,2018m9,9,2018,NO COBRA,0,6,58,18,262,0,9,353,353
El Impenetrable,Única,PN,NEA,2018m9,9,2018,NO COBRA,0,15,7,0,0,0,0,22,22
Formosa,Única,RNat,NEA,2018m9,9,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Iguazú,Única,PN,NEA,2018m9,9,2018,COBRA,81365,58852,3152,2416,6147,15781,21347,189060,107695
Río Pilcomayo,Estero Poi,PN,NEA,2018m9,9,2018,NO COBRA,11,56,25,72,0,11,36,211,200
Río Pilcomayo,Laguna Blanca,PN,NEA,2018m9,9,2018,NO COBRA,24,80,337,772,20,0,758,1991,1967
Aconquija,Única,PN,NOA,2018m9,9,2018,NO COBRA,8,51,75,531,27,0,453,1145,1137
Baritú,Única,PN,NOA,2018m9,9,2018,NO COBRA,9,22,3,2,0,0,0,36,27
Calilegua,Única,PN,NOA,2018m9,9,2018,NO COBRA,104,574,186,565,702,0,321,2452,2348
Copo,Guayacán,PN,NOA,2018m9,9,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2018m9,9,2018,NO COBRA,0,0,0,0,0,0,0,0,0
El Rey,Única,PN,NOA,2018m9,9,2018,NO COBRA,27,38,83,0,0,0,100,248,221
Laguna de los Pozuelos,Única,MN,NOA,2018m9,9,2018,NO COBRA,60,43,10,4,31,0,4,152,92
Los Cardones,Recta del Tín Tín,PN,NOA,2018m9,9,2018,NO COBRA,1610,9781,160,95,108,1130,63,12947,11337
Los Cardones,Valle Encantado,PN,NOA,2018m9,9,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2018m9,9,2018,NO COBRA,7,24,12,37,339,0,12,431,424
Pizarro,Única,RNac,NOA,2018m9,9,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2018m9,9,2018,NO COBRA,11,19,16,3,57,14,0,120,109
Lago Puelo,Única,PN,PATAGONIA,2018m9,9,2018,COBRA,134,2496,230,6541,90,663,827,10981,10847
Laguna Blanca,Única,PN,PATAGONIA,2018m9,9,2018,NO COBRA,4,28,37,71,128,0,50,318,314
Lanín,Hua Hum,PN,PATAGONIA,2018m9,9,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2018m9,9,2018,COBRA,0,906,154,0,172,549,0,1781,1781
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2018m9,9,2018,COBRA,235,545,49,0,109,332,104,1374,1139
Lanín,Quila Quina,PN,PATAGONIA,2018m9,9,2018,COBRA,41,820,139,0,57,90,111,1258,1217
Lanín,Ruka Choroy,PN,PATAGONIA,2018m9,9,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2018m9,9,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2018m9,9,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2018m9,9,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2018m9,9,2018,NO COBRA,13,60,123,84,358,4,49,691,678
Los Alerces,Portada Centro,PN,PATAGONIA,2018m9,9,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Norte,PN,PATAGONIA,2018m9,9,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Sur,PN,PATAGONIA,2018m9,9,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2018m9,9,2018,NO COBRA,69,518,50,17,133,89,177,1053,984
Los Glaciares,El Chaltén,PN,PATAGONIA,2018m9,9,2018,NO COBRA,3042,3416,0,0,0,0,0,6458,3416
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2018m9,9,2018,COBRA,5712,5022,26,1607,295,0,355,13017,7305
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2018m9,9,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2018m9,9,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2018m9,9,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2018m9,9,2018,COBRA,20432,5910,1316,1781,900,3423,1926,35688,15256
Monte León,Única,PN,PATAGONIA,2018m9,9,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2018m9,9,2018,COBRA,1187,859,749,1058,1115,0,1112,6080,4893
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2018m9,9,2018,COBRA,4606,7082,454,2970,20836,0,1983,37931,33325
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2018m9,9,2018,COBRA,718,2167,411,904,527,0,540,5267,4549
Nahuel Huapi,Río Limay,PN,PATAGONIA,2018m9,9,2018,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2018m9,9,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2018m9,9,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2018m9,9,2018,COBRA,1618,3708,4199,0,415,179,1652,11771,10153
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2018m9,9,2018,COBRA,3126,7545,1077,0,0,1198,1636,14582,11456
Ciervo de los Pantanos,Única,PN,CENTRO,2018m10,10,2018,NO COBRA,87,633,1416,511,89,62,916,3714,3627
El Leoncito,Única,PN,CENTRO,2018m10,10,2018,NO COBRA,234,1050,848,237,0,0,0,2369,2135
El Palmar,Única,PN,CENTRO,2018m10,10,2018,COBRA,100,5507,4091,492,12048,1899,4763,28900,28800
Iberá,Cambyretá,PN,CENTRO,2018m10,10,2018,NO COBRA,143,314,32,269,159,44,181,1142,999
Iberá,San Nicolás,PN,CENTRO,2018m10,10,2018,NO COBRA,49,162,103,123,3,50,34,524,475
Mburucuyá,Única,PN,CENTRO,2018m10,10,2018,NO COBRA,37,134,246,217,123,4,271,1032,995
Pre Delta,Única,PN,CENTRO,2018m10,10,2018,NO COBRA,67,2891,2461,3684,242,17,2028,11390,11323
Quebrada del Condorito,Única,PN,CENTRO,2018m10,10,2018,NO COBRA,206,747,1883,342,0,0,0,3178,2972
San Guillermo,Única,PN,CENTRO,2018m10,10,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Sierra de las Quijadas,Única,PN,CENTRO,2018m10,10,2018,COBRA,112,902,355,1,222,530,105,2227,2115
Talampaya,Única,PN,CENTRO,2018m10,10,2018,COBRA,443,3632,96,0,333,5435,276,10215,9772
Chaco,Única,PN,NEA,2018m10,10,2018,NO COBRA,10,170,396,317,517,3,161,1574,1564
Colonia Benítez,Única,RNEd,NEA,2018m10,10,2018,NO COBRA,0,0,61,17,575,0,22,675,675
El Impenetrable,Única,PN,NEA,2018m10,10,2018,NO COBRA,0,11,14,8,0,0,0,33,33
Formosa,Única,RNat,NEA,2018m10,10,2018,NO COBRA,0,4,0,0,1,0,2,7,7
Iguazú,Única,PN,NEA,2018m10,10,2018,COBRA,91908,74694,3642,3859,5696,24653,19700,224152,132244
Río Pilcomayo,Estero Poi,PN,NEA,2018m10,10,2018,NO COBRA,6,44,9,12,0,13,9,93,87
Río Pilcomayo,Laguna Blanca,PN,NEA,2018m10,10,2018,NO COBRA,9,121,149,330,115,0,118,842,833
Aconquija,Única,PN,NOA,2018m10,10,2018,NO COBRA,0,23,19,248,1,0,58,349,349
Baritú,Única,PN,NOA,2018m10,10,2018,NO COBRA,2,8,0,0,0,0,0,10,8
Calilegua,Única,PN,NOA,2018m10,10,2018,NO COBRA,97,873,440,460,640,0,109,2619,2522
Copo,Guayacán,PN,NOA,2018m10,10,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2018m10,10,2018,NO COBRA,0,0,0,0,0,0,0,0,0
El Rey,Única,PN,NOA,2018m10,10,2018,NO COBRA,14,28,33,0,0,0,71,146,132
Laguna de los Pozuelos,Única,MN,NOA,2018m10,10,2018,NO COBRA,119,94,35,19,1,0,7,275,156
Los Cardones,Recta del Tín Tín,PN,NOA,2018m10,10,2018,NO COBRA,1643,5848,396,63,200,3081,120,11351,9708
Los Cardones,Valle Encantado,PN,NOA,2018m10,10,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2018m10,10,2018,NO COBRA,2,1,20,24,94,0,0,141,139
Pizarro,Única,RNac,NOA,2018m10,10,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2018m10,10,2018,NO COBRA,91,78,55,29,0,65,27,345,254
Lago Puelo,Única,PN,PATAGONIA,2018m10,10,2018,COBRA,214,3012,674,12378,133,2268,4586,23265,23051
Laguna Blanca,Única,PN,PATAGONIA,2018m10,10,2018,NO COBRA,10,88,161,99,42,0,72,472,462
Lanín,Hua Hum,PN,PATAGONIA,2018m10,10,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2018m10,10,2018,COBRA,127,1367,0,0,0,514,157,2165,2038
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2018m10,10,2018,COBRA,296,1792,380,0,133,539,151,3291,2995
Lanín,Quila Quina,PN,PATAGONIA,2018m10,10,2018,COBRA,47,1002,403,0,227,290,40,2009,1962
Lanín,Ruka Choroy,PN,PATAGONIA,2018m10,10,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2018m10,10,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2018m10,10,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2018m10,10,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2018m10,10,2018,NO COBRA,31,139,254,66,1115,19,142,1766,1735
Los Alerces,Portada Centro,PN,PATAGONIA,2018m10,10,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Norte,PN,PATAGONIA,2018m10,10,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Sur,PN,PATAGONIA,2018m10,10,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2018m10,10,2018,NO COBRA,290,1158,43,4,98,178,116,1887,1597
Los Glaciares,El Chaltén,PN,PATAGONIA,2018m10,10,2018,NO COBRA,6551,6490,0,0,0,0,0,13041,6490
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2018m10,10,2018,COBRA,6313,6482,23,3861,599,0,312,17590,11277
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2018m10,10,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2018m10,10,2018,COBRA,1207,0,0,0,0,0,0,1207,0
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2018m10,10,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2018m10,10,2018,COBRA,37275,11548,1742,2899,1739,9444,2763,67410,30135
Monte León,Única,PN,PATAGONIA,2018m10,10,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2018m10,10,2018,COBRA,1766,3356,955,3012,1303,0,1710,12102,10336
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2018m10,10,2018,COBRA,5427,6400,543,5371,7828,0,765,26334,20907
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2018m10,10,2018,COBRA,643,2572,727,870,509,0,253,5574,4931
Nahuel Huapi,Río Limay,PN,PATAGONIA,2018m10,10,2018,COBRA,0,0,0,0,2302,0,0,2302,2302
Patagonia,Única,PN,PATAGONIA,2018m10,10,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2018m10,10,2018,NO COBRA,13,25,12,2,28,0,2,82,69
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2018m10,10,2018,COBRA,6558,5812,6827,0,354,4015,4168,27734,21176
